競賽場, 競賽類型, 警報, 剩余数, 最大空格, 比率, 出現回数
01_桐　生-04R, 二連単, 2  6, 88, 707, 0.124, 46
01_桐　生-05R, 拡連複, 2  6, 0, 80, 0, 280
01_桐　生-05R, 二連複, 2  6, 0, 373, 0, 70
01_桐　生-05R, 二連単, 2  6, 29, 707, 0.041, 48
01_桐　生-06R, 拡連複, 2  6, 10, 80, 0.125, 182
01_桐　生-06R, 二連複, 2  6, 25, 373, 0.067, 20
01_桐　生-06R, 二連単, 2  6, 122, 707, 0.173, 9
01_桐　生-07R, 拡連複, 2  6, 0, 80, 0, 286
01_桐　生-07R, 二連複, 2  6, 38, 373, 0.102, 66
01_桐　生-07R, 二連単, 2  6, 38, 707, 0.054, 39
01_桐　生-08R, 拡連複, 2  6, 12, 80, 0.15, 216
01_桐　生-08R, 二連複, 2  6, 347, 373, 0.93, 65
01_桐　生-08R, 二連単, 2  6, 347, 707, 0.491, 35
01_桐　生-09R, 拡連複, 2  6, 2, 80, 0.025, 257
01_桐　生-09R, 二連複, 2  6, 61, 373, 0.164, 49
01_桐　生-09R, 二連単, 2  6, 61, 707, 0.086, 26
01_桐　生-10R, 拡連複, 2  6, 20, 80, 0.25, 203
01_桐　生-10R, 二連複, 2  6, 114, 373, 0.306, 40
01_桐　生-10R, 二連単, 2  6, 135, 707, 0.191, 25
01_桐　生-11R, 拡連複, 2  6, 5, 80, 0.063, 185
01_桐　生-11R, 二連複, 2  6, 10, 373, 0.027, 29
01_桐　生-11R, 二連単, 2  6, 10, 707, 0.014, 15
01_桐　生-12R, 拡連複, 2  6, 12, 80, 0.15, 201
01_桐　生-12R, 二連複, 2  6, 171, 373, 0.458, 20
01_桐　生-12R, 二連単, 2  6, 171, 707, 0.242, 15
01_桐　生-01R, 三連単, 2  6  1, 64, 1758, 0.036, 4
01_桐　生-02R, 三連単, 2  6  1, 71, 1758, 0.04, 10
01_桐　生-03R, 三連単, 2  6  1, 27, 1758, 0.015, 9
01_桐　生-04R, 三連単, 2  6  1, 88, 1758, 0.05, 15
01_桐　生-05R, 三連単, 2  6  1, 29, 1758, 0.016, 14
01_桐　生-06R, 三連単, 2  6  1, 129, 1758, 0.073, 4
01_桐　生-07R, 三連単, 2  6  1, 38, 1758, 0.022, 12
01_桐　生-08R, 三連単, 2  6  1, 347, 1758, 0.197, 9
01_桐　生-09R, 三連単, 2  6  1, 61, 1758, 0.035, 10
01_桐　生-10R, 三連単, 2  6  1, 1279, 1758, 0.728, 3
01_桐　生-11R, 三連単, 2  6  1, 823, 1758, 0.468, 4
01_桐　生-12R, 三連単, 2  6  1, 171, 1758, 0.097, 5
01_桐　生-01R, 三連単, 2  6  3, 618, 1851, 0.334, 4
01_桐　生-02R, 三連単, 2  6  3, 97, 1851, 0.052, 11
01_桐　生-03R, 三連単, 2  6  3, 88, 1851, 0.048, 14
01_桐　生-04R, 三連単, 2  6  3, 104, 1851, 0.056, 9
01_桐　生-05R, 三連単, 2  6  3, 128, 1851, 0.069, 11
01_桐　生-06R, 三連単, 2  6  3, 313, 1851, 0.169, 2
01_桐　生-07R, 三連単, 2  6  3, 104, 1851, 0.056, 11
01_桐　生-08R, 三連単, 2  6  3, 350, 1851, 0.189, 9
01_桐　生-09R, 三連単, 2  6  3, 83, 1851, 0.045, 8
01_桐　生-10R, 三連単, 2  6  3, 259, 1851, 0.14, 11
01_桐　生-11R, 三連単, 2  6  3, 1881, 1851, 0, 0
01_桐　生-12R, 三連単, 2  6  3, 373, 1851, 0.202, 4
01_桐　生-01R, 三連単, 2  6  4, 310, 2546, 0.122, 5
01_桐　生-02R, 三連単, 2  6  4, 17, 2546, 0.007, 12
01_桐　生-03R, 三連単, 2  6  4, 367, 2546, 0.144, 9
01_桐　生-04R, 三連単, 2  6  4, 108, 2546, 0.042, 12
01_桐　生-05R, 三連単, 2  6  4, 210, 2546, 0.082, 12
01_桐　生-06R, 三連単, 2  6  4, 122, 2546, 0.048, 2
01_桐　生-07R, 三連単, 2  6  4, 234, 2546, 0.092, 9
01_桐　生-08R, 三連単, 2  6  4, 518, 2546, 0.203, 9
01_桐　生-09R, 三連単, 2  6  4, 368, 2546, 0.145, 4
01_桐　生-10R, 三連単, 2  6  4, 135, 2546, 0.053, 7
01_桐　生-11R, 三連単, 2  6  4, 10, 2546, 0.004, 4
01_桐　生-12R, 三連単, 2  6  4, 1879, 2546, 0, 0
01_桐　生-01R, 三連単, 2  6  5, 1456, 2905, 0.501, 2
01_桐　生-02R, 三連単, 2  6  5, 300, 2905, 0.103, 11
01_桐　生-03R, 三連単, 2  6  5, 142, 2905, 0.049, 12
01_桐　生-04R, 三連単, 2  6  5, 160, 2905, 0.055, 10
01_桐　生-05R, 三連単, 2  6  5, 306, 2905, 0.105, 11
01_桐　生-06R, 三連単, 2  6  5, 1886, 2905, 0, 0
01_桐　生-07R, 三連単, 2  6  5, 184, 2905, 0.063, 7
01_桐　生-08R, 三連単, 2  6  5, 348, 2905, 0.12, 8
01_桐　生-09R, 三連単, 2  6  5, 403, 2905, 0.139, 4
01_桐　生-10R, 三連単, 2  6  5, 298, 2905, 0.103, 4
01_桐　生-11R, 三連単, 2  6  5, 290, 2905, 0.1, 6
01_桐　生-12R, 三連単, 2  6  5, 799, 2905, 0.275, 5
01_桐　生-01R, 単勝一着, 3, 3, 97, 0.031, 201
01_桐　生-01R, 単勝ニ着, 3, 5, 65, 0.077, 328
01_桐　生-02R, 単勝一着, 3, 12, 97, 0.124, 351
01_桐　生-02R, 単勝ニ着, 3, 1, 65, 0.015, 328
01_桐　生-03R, 単勝一着, 3, 0, 97, 0, 366
01_桐　生-03R, 単勝ニ着, 3, 7, 65, 0.108, 344
01_桐　生-04R, 単勝一着, 3, 7, 97, 0.072, 348
01_桐　生-04R, 単勝ニ着, 3, 2, 65, 0.031, 340
01_桐　生-05R, 単勝一着, 3, 33, 97, 0.34, 335
01_桐　生-05R, 単勝ニ着, 3, 1, 65, 0.015, 369
01_桐　生-06R, 単勝一着, 3, 13, 97, 0.134, 145
01_桐　生-06R, 単勝ニ着, 3, 0, 65, 0, 406
01_桐　生-07R, 単勝一着, 3, 15, 97, 0.155, 266
01_桐　生-07R, 単勝ニ着, 3, 6, 65, 0.092, 371
01_桐　生-08R, 単勝一着, 3, 10, 97, 0.103, 217
01_桐　生-08R, 単勝ニ着, 3, 6, 65, 0.092, 284
01_桐　生-09R, 単勝一着, 3, 11, 97, 0.113, 252
01_桐　生-09R, 単勝ニ着, 3, 4, 65, 0.062, 357
01_桐　生-10R, 単勝一着, 3, 6, 97, 0.062, 249
01_桐　生-10R, 単勝ニ着, 3, 8, 65, 0.123, 360
01_桐　生-11R, 単勝一着, 3, 4, 97, 0.041, 213
01_桐　生-11R, 単勝ニ着, 3, 0, 65, 0, 371
01_桐　生-12R, 単勝一着, 3, 0, 97, 0, 230
01_桐　生-12R, 単勝ニ着, 3, 5, 65, 0.077, 351
01_桐　生-01R, 二連単, 3  1, 7, 233, 0.03, 44
01_桐　生-02R, 二連単, 3  1, 12, 233, 0.052, 89
01_桐　生-03R, 二連単, 3  1, 35, 233, 0.15, 108
01_桐　生-04R, 二連単, 3  1, 18, 233, 0.077, 98
01_桐　生-05R, 二連単, 3  1, 45, 233, 0.193, 90
01_桐　生-06R, 二連単, 3  1, 13, 233, 0.056, 76
01_桐　生-07R, 二連単, 3  1, 21, 233, 0.09, 90
01_桐　生-08R, 二連単, 3  1, 50, 233, 0.215, 80
01_桐　生-09R, 二連単, 3  1, 53, 233, 0.227, 90
01_桐　生-10R, 二連単, 3  1, 36, 233, 0.155, 96
01_桐　生-11R, 二連単, 3  1, 22, 233, 0.094, 82
01_桐　生-12R, 二連単, 3  1, 8, 233, 0.034, 107
01_桐　生-01R, 三連単, 3  1  2, 85, 805, 0.106, 11
01_桐　生-02R, 三連単, 3  1  2, 60, 805, 0.075, 28
01_桐　生-03R, 三連単, 3  1  2, 119, 805, 0.148, 24
01_桐　生-04R, 三連単, 3  1  2, 24, 805, 0.03, 20
01_桐　生-05R, 三連単, 3  1  2, 45, 805, 0.056, 18
01_桐　生-06R, 三連単, 3  1  2, 172, 805, 0.214, 14
01_桐　生-07R, 三連単, 3  1  2, 66, 805, 0.082, 22
01_桐　生-08R, 三連単, 3  1  2, 50, 805, 0.062, 16
01_桐　生-09R, 三連単, 3  1  2, 53, 805, 0.066, 21
01_桐　生-10R, 三連単, 3  1  2, 56, 805, 0.07, 19
01_桐　生-11R, 三連単, 3  1  2, 161, 805, 0.2, 14
01_桐　生-12R, 三連単, 3  1  2, 149, 805, 0.185, 20
01_桐　生-01R, 三連単, 3  1  4, 73, 632, 0.116, 13
01_桐　生-02R, 三連単, 3  1  4, 12, 632, 0.019, 25
01_桐　生-03R, 三連単, 3  1  4, 66, 632, 0.104, 29
01_桐　生-04R, 三連単, 3  1  4, 196, 632, 0.31, 30
01_桐　生-05R, 三連単, 3  1  4, 56, 632, 0.089, 37
01_桐　生-06R, 三連単, 3  1  4, 13, 632, 0.021, 27
01_桐　生-07R, 三連単, 3  1  4, 21, 632, 0.033, 30
01_桐　生-08R, 三連単, 3  1  4, 57, 632, 0.09, 19
01_桐　生-09R, 三連単, 3  1  4, 108, 632, 0.171, 17
01_桐　生-10R, 三連単, 3  1  4, 194, 632, 0.307, 34
01_桐　生-11R, 三連単, 3  1  4, 22, 632, 0.035, 39
01_桐　生-12R, 三連単, 3  1  4, 30, 632, 0.047, 41
01_桐　生-01R, 三連単, 3  1  5, 70, 1093, 0.064, 11
01_桐　生-02R, 三連単, 3  1  5, 47, 1093, 0.043, 22
01_桐　生-03R, 三連単, 3  1  5, 35, 1093, 0.032, 35
01_桐　生-04R, 三連単, 3  1  5, 94, 1093, 0.086, 21
01_桐　生-05R, 三連単, 3  1  5, 90, 1093, 0.082, 22
01_桐　生-06R, 三連単, 3  1  5, 108, 1093, 0.099, 19
01_桐　生-07R, 三連単, 3  1  5, 103, 1093, 0.094, 24
01_桐　生-08R, 三連単, 3  1  5, 117, 1093, 0.107, 26
01_桐　生-09R, 三連単, 3  1  5, 94, 1093, 0.086, 25
01_桐　生-10R, 三連単, 3  1  5, 36, 1093, 0.033, 22
01_桐　生-11R, 三連単, 3  1  5, 123, 1093, 0.113, 13
01_桐　生-12R, 三連単, 3  1  5, 8, 1093, 0.007, 21
01_桐　生-01R, 三連単, 3  1  6, 7, 850, 0.008, 9
01_桐　生-02R, 三連単, 3  1  6, 109, 850, 0.128, 14
01_桐　生-03R, 三連単, 3  1  6, 76, 850, 0.089, 20
01_桐　生-04R, 三連単, 3  1  6, 18, 850, 0.021, 27
01_桐　生-05R, 三連単, 3  1  6, 225, 850, 0.265, 13
01_桐　生-06R, 三連単, 3  1  6, 393, 850, 0.462, 16
01_桐　生-07R, 三連単, 3  1  6, 89, 850, 0.105, 14
01_桐　生-08R, 三連単, 3  1  6, 178, 850, 0.209, 19
